level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	113	221	84	18	96.569412	Market
5	1	1	1	1	2	206	221	120	24	96.584846	Disruption
5	1	1	1	1	3	336	221	71	18	96.320023	Event:
5	1	2	1	1	1	113	1079	92	24	96.110497	Trading
5	1	2	1	1	2	213	1079	127	24	96.582253	Disruption:
5	1	3	1	1	1	113	1259	109	24	96.508682	Exchange
5	1	3	1	1	2	231	1259	120	24	96.300934	Disruption
5	1	4	1	1	1	113	1439	63	24	96.701088	Early
5	1	4	1	1	2	184	1439	94	19	96.511375	Closure:
5	1	5	1	1	1	113	1712	112	24	96.457573	Disrupted
5	1	5	1	1	2	234	1712	51	24	96.085411	Day:
5	1	6	1	1	1	578	221	71	18	96.094902	Either:
5	1	6	1	2	1	579	289	53	23	88.388191	(i)(a)
5	1	6	1	2	2	641	289	31	18	96.960922	the
5	1	6	1	2	3	681	295	116	12	96.29644	occurrence
5	1	6	1	2	4	806	295	22	12	97.004646	or
5	1	6	1	2	5	835	289	107	22	96.668472	existence,
5	1	6	1	2	6	950	289	19	18	96.746216	in
5	1	6	1	2	7	978	292	76	21	96.851349	respect
5	1	6	1	2	8	1061	289	24	18	96.922012	of
5	1	6	1	2	9	1091	294	37	19	96.457748	any
5	1	6	1	2	10	1137	289	125	24	96.457748	Component
5	1	6	1	2	11	1270	289	95	24	96.619347	Security,
5	1	6	1	2	12	1373	289	27	18	96.619347	of:
5	1	7	1	1	1	579	357	29	23	92.465431	(1)
5	1	7	1	1	2	617	362	11	13	96.757088	a
5	1	7	1	1	3	635	357	84	24	96.253326	Trading
5	1	7	1	1	4	728	357	121	24	96.447174	Disruption,
5	1	7	1	1	5	857	357	65	18	96.956665	which
5	1	7	1	1	6	930	357	31	18	96.862785	the
5	1	7	1	1	7	970	357	123	19	96.583427	Calculation
5	1	7	1	1	8	1101	357	65	24	96.765144	Agent
5	1	7	1	1	9	1173	357	117	18	96.713425	determines
5	1	7	1	1	10	1299	357	16	18	96.95166	is
5	1	7	1	1	11	1323	357	94	22	96.827209	material,
5	1	7	1	1	12	1425	360	19	15	97.001732	at
5	1	7	1	1	13	1452	362	37	19	96.538124	any
5	1	7	1	1	14	1498	357	46	18	96.854691	time
5	1	7	1	1	15	1552	357	69	24	96.720673	during
5	1	7	1	1	16	1629	357	32	18	96.720673	the
5	1	7	1	1	17	1669	363	38	12	96.582062	one
5	1	7	1	1	18	1715	357	49	18	96.628799	hour
5	1	7	1	1	19	1771	357	68	24	96.550545	period
5	1	7	1	1	20	1847	357	40	18	97.010567	that
5	1	7	1	1	21	1895	357	48	18	88.892632	ends
5	1	7	1	2	1	578	394	19	15	95.7173	at
5	1	7	1	2	2	605	391	31	18	95.7173	the
5	1	7	1	2	3	644	391	86	18	97.002594	relevant
5	1	7	1	2	4	738	391	105	18	96.677902	Valuation
5	1	7	1	2	5	851	391	55	18	96.677902	Time
5	1	7	1	2	6	915	391	19	18	96.268684	in
5	1	7	1	2	7	943	394	76	21	96.268684	respect
5	1	7	1	2	8	1026	391	24	18	96.630241	of
5	1	7	1	2	9	1056	391	31	18	96.917267	the
5	1	7	1	2	10	1096	391	104	24	96.596077	Exchange
5	1	7	1	2	11	1209	397	25	12	96.575462	on
5	1	7	1	2	12	1243	391	64	18	96.752998	which
5	1	7	1	2	13	1316	391	48	18	96.619263	such
5	1	7	1	2	14	1372	391	125	24	96.150513	Component
5	1	7	1	2	15	1505	391	87	24	96.901718	Security
5	1	7	1	2	16	1601	391	16	18	96.943962	is
5	1	7	1	2	17	1626	391	115	24	96.96283	principally
5	1	7	1	2	18	1750	391	73	22	96.487534	traded;
5	1	8	1	1	1	579	459	29	23	96.957573	(2)
5	1	8	1	1	2	617	464	24	13	96.969048	an
5	1	8	1	1	3	649	459	105	24	96.343109	Exchange
5	1	8	1	1	4	762	459	122	24	96.793228	Disruption,
5	1	8	1	1	5	892	459	64	18	96.485611	which
5	1	8	1	1	6	964	459	32	18	96.981705	the
5	1	8	1	1	7	1004	459	123	19	96.303253	Calculation
5	1	8	1	1	8	1136	459	64	24	97.02063	Agent
5	1	8	1	1	9	1208	459	116	18	96.982552	determines
5	1	8	1	1	10	1333	459	16	18	96.965523	is
5	1	8	1	1	11	1358	459	94	21	96.993767	material,
5	1	8	1	1	12	1460	462	18	15	96.911522	at
5	1	8	1	1	13	1486	464	37	19	96.850182	any
5	1	8	1	1	14	1532	459	46	18	96.880371	time
5	1	8	1	1	15	1587	459	68	24	96.311821	during
5	1	8	1	1	16	1664	459	31	18	96.681129	the
5	1	8	1	1	17	1704	465	37	12	96.743225	one
5	1	8	1	1	18	1750	459	49	18	96.272461	hour
5	1	8	1	1	19	1806	459	68	24	96.98867	period
5	1	8	1	1	20	1882	459	40	18	96.999756	that
5	1	8	1	2	1	578	493	48	18	96.968941	ends
5	1	8	1	2	2	635	496	18	15	96.927727	at
5	1	8	1	2	3	661	493	32	18	97.001793	the
5	1	8	1	2	4	701	493	86	18	96.783081	relevant
5	1	8	1	2	5	794	493	105	18	96.567245	Valuation
5	1	8	1	2	6	908	493	55	18	96.865555	Time
5	1	8	1	2	7	972	493	19	18	96.074509	in
5	1	8	1	2	8	999	496	76	21	96.877861	respect
5	1	8	1	2	9	1083	493	23	18	96.972969	of
5	1	8	1	2	10	1112	493	32	18	96.706047	the
5	1	8	1	2	11	1152	493	105	24	96.096184	Exchange
5	1	8	1	2	12	1265	499	26	12	96.88768	on
5	1	8	1	2	13	1300	493	64	18	96.82856	which
5	1	8	1	2	14	1373	493	47	18	96.654175	such
5	1	8	1	2	15	1429	493	124	24	96.701721	Component
5	1	8	1	2	16	1562	493	87	24	96.736481	Security
5	1	8	1	2	17	1658	493	16	18	96.851761	is
5	1	8	1	2	18	1682	493	116	24	96.566483	principally
5	1	8	1	2	19	1807	493	73	21	96.566483	traded;
5	1	8	1	2	20	1889	493	36	18	96.987747	OR
5	1	9	1	1	1	579	561	29	23	96.481232	(3)
5	1	9	1	1	2	617	566	24	13	96.538628	an
5	1	9	1	1	3	649	561	57	24	96.538628	Early
5	1	9	1	1	4	715	561	89	22	96.395157	Closure;
5	1	9	1	1	5	813	561	56	18	96.852142	AND
5	1	10	1	1	1	579	629	29	23	93.034714	(b)
5	1	10	1	1	2	617	629	31	18	97.018936	the
5	1	10	1	1	3	657	632	101	21	96.549362	aggregate
5	1	10	1	1	4	767	629	23	18	96.549362	of
5	1	10	1	1	5	797	629	25	18	96.305183	all
5	1	10	1	1	6	830	629	125	24	96.714378	Component
5	1	10	1	1	7	963	629	104	18	96.862434	Securities
5	1	10	1	1	8	1076	629	19	18	96.124161	in
5	1	10	1	1	9	1104	632	76	21	96.124161	respect
5	1	10	1	1	10	1187	629	24	18	96.960236	of
5	1	10	1	1	11	1217	629	65	18	96.740387	which
5	1	10	1	1	12	1290	634	11	13	96.862068	a
5	1	10	1	1	13	1309	629	83	24	96.334343	Trading
5	1	10	1	1	14	1401	629	121	24	96.669685	Disruption,
5	1	10	1	1	15	1530	634	24	13	96.793991	an
5	1	10	1	1	16	1563	629	104	24	96.410942	Exchange
5	1	10	1	1	17	1676	629	114	24	96.742691	Disruption
5	1	10	1	1	18	1798	635	22	12	96.675201	or
5	1	10	1	1	19	1828	634	24	13	96.591614	an
5	1	10	1	1	20	1860	629	57	24	96.141014	Early
5	1	10	1	2	1	578	663	83	19	96.811104	Closure
5	1	10	1	2	2	669	668	69	13	96.932709	occurs
5	1	10	1	2	3	747	669	22	12	96.951912	or
5	1	10	1	2	4	776	663	60	18	96.352608	exists
5	1	10	1	2	5	844	663	108	24	96.89563	comprises
5	1	10	1	2	6	961	663	25	18	96.845764	20
5	1	10	1	2	7	994	669	34	18	96.154602	per
5	1	10	1	2	8	1036	666	50	15	96.154602	cent.
5	1	10	1	2	9	1095	669	22	12	96.823685	or
5	1	10	1	2	10	1125	669	53	12	96.960297	more
5	1	10	1	2	11	1186	663	24	18	96.987595	of
5	1	10	1	2	12	1216	663	31	18	96.976349	the
5	1	10	1	2	13	1256	663	50	18	96.605186	level
5	1	10	1	2	14	1315	663	23	18	96.605186	of
5	1	10	1	2	15	1344	663	32	18	96.840355	the
5	1	10	1	2	16	1384	663	67	21	96.755119	Index;
5	1	10	1	2	17	1460	663	36	18	96.694473	OR
5	1	11	1	1	1	579	731	30	22	94.514442	(ii)
5	1	11	1	1	2	618	731	32	18	97.001396	the
5	1	11	1	1	3	658	737	117	12	96.329865	occurrence
5	1	11	1	1	4	783	737	22	12	96.998802	or
5	1	11	1	1	5	813	731	106	22	96.974693	existence,
5	1	11	1	1	6	928	731	19	18	96.850761	in
5	1	11	1	1	7	955	734	76	21	96.695236	respect
5	1	11	1	1	8	1039	731	23	18	96.887291	of
5	1	11	1	1	9	1068	731	74	18	96.85878	futures
5	1	11	1	1	10	1150	737	22	12	96.436798	or
5	1	11	1	1	11	1180	731	78	24	96.436798	options
5	1	11	1	1	12	1266	734	96	15	96.841034	contracts
5	1	11	1	1	13	1370	731	81	24	96.82811	relating
5	1	11	1	1	14	1460	734	19	15	96.050369	to
5	1	11	1	1	15	1488	731	31	18	96.050369	the
5	1	11	1	1	16	1528	731	67	21	96.201874	Index,
5	1	11	1	1	17	1603	731	27	18	95.980156	of:
5	1	11	1	1	18	1640	731	28	23	96.365311	(a)
5	1	11	1	1	19	1677	736	11	13	96.365311	a
5	1	11	1	1	20	1695	731	84	24	96.805038	Trading
5	1	11	1	1	21	1787	731	121	24	96.935722	Disruption;
5	1	11	1	2	1	579	765	29	23	93.088913	(b)
5	1	11	1	2	2	617	770	24	13	96.021698	an
5	1	11	1	2	3	649	765	105	24	96.44352	Exchange
5	1	11	1	2	4	762	765	122	24	96.886528	Disruption,
5	1	11	1	2	5	892	765	64	18	96.864189	which
5	1	11	1	2	6	965	765	19	18	96.803329	in
5	1	11	1	2	7	992	765	61	18	96.818771	either
