level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	113	221	63	24	96.599297	Early
5	1	1	1	1	2	184	221	56	19	96.857285	Cash
5	1	1	1	1	3	250	221	119	18	96.601631	Settlement
5	1	1	1	1	4	378	221	52	18	91.521721	Date
5	1	1	1	1	5	439	221	30	23	91.521721	(k)
5	1	1	1	1	6	479	221	48	23	90.58622	(k=1
5	1	1	1	1	7	538	224	21	15	96.635223	to
5	1	2	1	1	1	113	255	21	23	95.58432	5)
5	1	3	1	1	1	113	470	63	24	96.660805	Early
5	1	3	1	1	2	184	470	56	19	96.644302	Cash
5	1	3	1	1	3	250	470	119	18	96.907593	Settlement
5	1	3	1	1	4	378	470	52	18	96.054314	Date
5	1	3	1	1	5	439	470	25	18	95.503845	II:
5	1	4	1	1	1	113	832	63	24	96.673294	Early
5	1	4	1	1	2	184	832	76	24	96.494331	Equity
5	1	4	1	1	3	268	832	90	18	93.240562	Amount
5	1	4	1	1	4	368	832	36	23	93.089684	(k):
5	1	5	1	1	1	113	1151	63	24	96.067963	Early
5	1	5	1	1	2	184	1151	76	24	96.592392	Equity
5	1	5	1	1	3	268	1151	90	18	96.511757	Amount
5	1	5	1	1	4	367	1151	18	18	88.530708	II
5	1	5	1	1	5	397	1157	3	12	90.488266	:
5	1	6	1	1	1	113	1228	146	18	93.262939	Performance
5	1	6	1	1	2	268	1224	30	27	73.283012	(‘,)
5	1	7	1	1	1	113	1340	50	27	59.459785	UW)
5	1	7	1	2	1	113	1422	46	27	60.970634	Ud
5	1	7	1	3	1	113	1502	79	18	96.705795	Lowest
5	1	7	1	3	2	201	1502	146	18	86.694427	Performance
5	1	7	1	3	3	356	1502	30	23	93.040169	(k)
5	1	8	1	1	1	113	1593	75	24	96.824844	Equity
5	1	8	1	1	2	197	1593	90	18	96.148972	Amount
5	1	9	1	1	1	113	1878	110	18	96.815331	Valuation
5	1	9	1	1	2	232	1878	58	18	96.839043	Time
5	1	10	1	1	1	113	1949	70	18	96.631409	Glider
5	1	10	1	1	2	194	1949	110	18	96.165092	Valuation
5	1	10	1	1	3	313	1949	58	18	96.607239	Time
5	1	11	1	1	1	113	2141	110	18	96.292458	Valuation
5	1	11	1	1	2	232	2141	53	18	93.294174	Date
5	1	11	1	1	3	294	2141	36	23	92.689003	(k):
5	1	11	1	1	4	342	2141	48	23	91.298607	(k=1
5	1	11	1	1	5	401	2144	21	15	96.164185	to
5	1	11	1	1	6	431	2141	20	23	96.164185	6)
5	1	12	1	1	1	578	256	57	24	96.264732	Early
5	1	12	1	1	2	644	256	52	19	96.638016	Cash
5	1	12	1	1	3	705	256	113	18	96.638016	Settlement
5	1	12	1	1	4	826	256	49	18	96.675941	Date
5	1	12	1	1	5	884	256	29	23	96.719536	(1)
5	1	12	1	1	6	1141	256	113	18	96.884995	18-Mar-20
5	1	12	1	2	1	578	292	57	24	96.007217	Early
5	1	12	1	2	2	644	292	52	19	96.659843	Cash
5	1	12	1	2	3	705	292	113	18	96.659843	Settlement
5	1	12	1	2	4	826	292	49	18	96.488808	Date
5	1	12	1	2	5	884	292	29	23	96.488808	(2)
5	1	12	1	2	6	1141	292	108	24	96.874634	17-Sep-20
5	1	12	1	3	1	578	327	57	24	95.947571	Early
5	1	12	1	3	2	644	327	52	19	96.763412	Cash
5	1	12	1	3	3	705	327	113	18	96.742409	Settlement
5	1	12	1	3	4	826	327	49	18	96.729721	Date
5	1	12	1	3	5	884	327	29	23	96.919601	(3)
5	1	12	1	3	6	1141	327	110	18	96.727737	18-Mar-21
5	1	12	1	4	1	578	363	57	24	96.39492	Early
5	1	12	1	4	2	644	363	52	19	96.36879	Cash
5	1	12	1	4	3	705	363	113	18	96.36879	Settlement
5	1	12	1	4	4	826	363	49	18	96.661667	Date
5	1	12	1	4	5	884	363	29	23	96.82206	(4)
5	1	12	1	4	6	1141	363	105	24	96.023727	16-Sep-21
5	1	12	1	5	1	578	398	57	24	96.547745	Early
5	1	12	1	5	2	644	398	52	19	96.475037	Cash
5	1	12	1	5	3	705	398	113	18	96.475037	Settlement
5	1	12	1	5	4	826	398	49	18	96.837402	Date
5	1	12	1	5	5	884	398	29	23	96.912605	(5)
5	1	12	1	5	6	1141	398	112	18	95.665962	17-Mar-22
5	1	12	1	6	1	581	469	108	24	96.874634	17-Sep-20
5	1	13	1	1	1	578	587	96	18	97.002853	Provided
5	1	13	1	1	2	682	587	40	18	96.719765	that
5	1	13	1	1	3	730	587	17	18	96.902756	if
5	1	13	1	1	4	753	592	37	19	96.966759	any
5	1	13	1	1	5	800	587	47	18	96.757164	such
5	1	13	1	1	6	855	587	38	24	97.014801	day
5	1	13	1	1	7	902	587	16	18	96.486855	is
5	1	13	1	1	8	927	590	33	15	96.379616	not
5	1	13	1	1	9	968	592	11	13	96.379616	a
5	1	13	1	1	10	987	587	99	24	96.618019	Currency
5	1	13	1	1	11	1095	587	94	18	96.7528	Business
5	1	13	1	1	12	1197	587	51	24	96.195824	Day,
5	1	13	1	1	13	1256	587	14	18	96.877884	it
5	1	13	1	1	14	1279	587	48	18	96.822311	shall
5	1	13	1	1	15	1336	587	24	18	96.788452	be
5	1	13	1	1	16	1368	587	110	24	96.980751	postponed
5	1	13	1	1	17	1487	590	19	15	96.593742	to
5	1	13	1	1	18	1515	587	31	18	96.51667	the
5	1	13	1	1	19	1555	587	103	24	96.347862	following
5	1	13	1	1	20	1666	587	99	24	96.657425	Currency
5	1	13	1	1	21	1774	587	94	18	96.809784	Business
5	1	13	1	1	22	1876	587	51	24	96.87413	Day.
5	1	14	1	1	1	578	667	96	18	96.951256	Provided
5	1	14	1	1	2	682	667	40	18	96.853912	that
5	1	14	1	1	3	730	667	19	18	96.741142	in
5	1	14	1	1	4	758	667	31	18	96.987	the
5	1	14	1	1	5	797	670	58	15	96.758949	event
5	1	14	1	1	6	863	667	23	18	96.942703	of
5	1	14	1	1	7	892	672	11	13	96.942703	a
5	1	14	1	1	8	911	670	150	21	96.44223	postponement
5	1	14	1	1	9	1069	667	23	18	95.770546	of
5	1	14	1	1	10	1099	672	37	19	96.618935	any
5	1	14	1	1	11	1145	667	105	18	96.548431	Valuation
5	1	14	1	1	12	1258	667	50	18	93.277695	Date
5	1	14	1	1	13	1317	667	28	22	92.483078	(k)
5	1	14	1	1	14	1355	667	64	18	96.946243	which
5	1	14	1	1	15	1428	672	69	13	96.495483	causes
5	1	14	1	1	16	1506	672	11	13	96.963753	a
5	1	14	1	1	17	1525	667	105	18	96.260971	Valuation
5	1	14	1	1	18	1638	667	50	18	93.260826	Date
5	1	14	1	1	19	1697	667	29	23	93.206383	(k)
5	1	14	1	1	20	1735	670	19	15	96.939621	to
5	1	14	1	1	21	1763	667	35	18	96.875648	fall
5	1	14	1	1	22	1807	667	38	18	96.396172	less
5	1	14	1	1	23	1854	667	45	18	96.175545	than
5	1	14	1	1	24	1908	670	39	15	96.739128	two
5	1	14	1	2	1	578	701	99	24	96.09269	Currency
5	1	14	1	2	2	688	701	94	18	96.649742	Business
5	1	14	1	2	3	793	701	43	24	95.249977	Day
5	1	14	1	2	4	853	701	53	24	95.249977	prior
5	1	14	1	2	5	915	704	27	19	96.611328	to,
5	1	14	1	2	6	952	707	22	12	96.611328	or
5	1	14	1	2	7	984	704	18	15	96.569748	at
5	1	14	1	2	8	1012	706	37	19	97.002937	any
5	1	14	1	2	9	1060	701	46	18	96.909836	time
5	1	14	1	2	10	1116	701	56	21	96.986008	after,
5	1	14	1	2	11	1182	701	56	24	96.662239	Early
5	1	14	1	2	12	1249	701	52	19	96.99688	Cash
5	1	14	1	2	13	1312	701	113	18	96.892082	Settlement
5	1	14	1	2	14	1435	701	49	18	93.288979	Date
5	1	14	1	2	15	1495	701	37	23	93.102638	(k),
5	1	14	1	2	16	1541	701	57	24	96.962662	Early
5	1	14	1	2	17	1609	701	53	19	96.771446	Cash
5	1	14	1	2	18	1672	701	113	18	96.69854	Settlement
5	1	14	1	2	19	1795	701	49	18	96.857346	Date
5	1	14	1	2	20	1854	701	94	24	95.845764	Payment
5	1	14	1	3	1	579	735	28	22	93.017342	(k)
5	1	14	1	3	2	617	735	48	18	96.197067	shall
5	1	14	1	3	3	674	735	24	18	82.673775	be
5	1	14	1	3	4	713	735	110	24	82.673775	postponed
5	1	14	1	3	5	832	735	48	18	96.850098	such
5	1	14	1	3	6	888	735	40	18	96.787491	that
5	1	14	1	3	7	936	735	14	18	95.844322	it
5	1	14	1	3	8	957	735	45	18	95.844322	falls
5	1	14	1	3	9	1011	741	25	12	96.862579	on
5	1	14	1	3	10	1045	735	31	18	96.868553	the
5	1	14	1	3	11	1086	735	72	18	96.532921	second
5	1	14	1	3	12	1167	735	98	24	96.775566	Currency
5	1	14	1	3	13	1274	735	94	18	96.510078	Business
5	1	14	1	3	14	1377	735	43	24	96.510078	Day
5	1	14	1	3	15	1429	735	103	24	96.578697	following
5	1	14	1	3	16	1541	735	48	18	96.648376	such
5	1	14	1	3	17	1597	735	105	18	96.767097	Valuation
5	1	14	1	3	18	1711	735	49	18	93.253769	Date
5	1	14	1	3	19	1769	735	36	23	92.972496	(k).
5	1	15	1	1	1	578	831	65	22	92.013733	RR(k)
5	1	15	1	1	2	652	837	12	12	96.403969	x
5	1	15	1	1	3	673	831	54	18	96.150742	ENA
5	1	15	2	1	1	578	867	71	18	96.37809	Where
5	1	15	3	1	1	578	902	65	22	90.235832	RR(k)
5	1	15	3	1	2	652	907	67	13	96.960968	means
5	1	15	3	1	3	728	902	31	18	96.446701	the
5	1	15	3	1	4	767	902	48	18	96.013184	Rate
5	1	15	3	1	5	824	902	23	18	96.972549	of
5	1	15	3	1	6	853	902	72	18	96.894295	Return
5	1	15	3	1	7	934	908	25	12	96.59967	on
5	1	15	3	1	8	968	902	31	18	96.648949	the
5	1	15	3	1	9	1008	902	86	18	96.97995	relevant
5	1	15	3	1	10	1101	902	57	24	96.854279	Early
5	1	15	3	1	11	1167	902	53	19	96.623817	Cash
5	1	15	3	1	12	1228	902	113	18	96.485863	Settlement
5	1	15	3	1	13	1349	902	50	18	93.284737	Date
5	1	15	3	1	14	1408	902	28	22	93.215576	(k)
5	1	15	3	2	1	578	938	66	23	70.365303	RR(1)
5	1	15	3	2	2	653	945	14	8	96.892654	=
5	1	15	3	2	3	935	938	94	18	92.162537	2.6500%
5	1	15	4	1	1	578	974	66	23	89.70005	RR(2)
5	1	15	4	1	2	653	981	14	8	96.957436	=
5	1	15	4	1	3	935	974	94	18	91.767982	5.3000%
5	1	15	5	1	1	578	1009	66	23	79.981354	RR(3)
5	1	15	5	1	2	653	1016	14	8	96.240982	=
5	1	15	5	1	3	935	1009	94	18	91.512817	7.9500%
5	1	15	6	1	1	578	1045	66	23	90.901398	RR(4)
5	1	15	6	1	2	653	1052	14	8	96.491112	=
5	1	15	6	1	3	938	1045	105	18	89.901894	10.6000%
5	1	15	7	1	1	578	1080	66	23	87.711609	RR(5)
5	1	15	7	1	2	653	1087	14	8	93.532501	=
5	1	15	7	1	3	938	1080	105	18	89.880608	13.2500%
5	1	16	1	1	1	578	1150	81	19	91.190979	7.950%
5	1	16	1	1	2	669	1156	12	12	94.454018	x
5	1	16	1	1	3	689	1150	54	18	94.454018	ENA
5	1	17	1	1	1	578	1222	70	18	96.747696	Means
5	1	17	1	1	2	657	1222	20	18	96.973724	in
5	1	17	1	1	3	685	1225	76	21	96.169563	respect
5	1	17	1	1	4	769	1222	23	18	96.878601	of
5	1	17	1	1	5	798	1222	121	24	96.934883	Underlying
5	1	17	1	1	6	928	1222	23	23	96.892265	(i)
5	1	17	1	1	7	960	1222	38	18	96.76944	and
5	1	17	1	1	8	1006	1222	105	18	96.654984	Valuation
5	1	17	1	1	9	1120	1222	49	18	93.289635	Date
5	1	17	1	1	10	1178	1222	37	23	93.116692	(k),
5	1	17	1	1	11	1223	1222	31	18	97.010986	the
5	1	17	1	1	12	1262	1222	135	24	96.613609	performance
5	1	17	1	1	13	1406	1222	23	18	96.846458	of
5	1	17	1	1	14	1436	1222	48	18	96.790504	such
5	1	17	1	1	15	1492	1222	121	24	96.688194	Underlying
5	1	17	1	1	16	1622	1222	23	23	96.805031	(i)
5	1	17	1	1	17	1654	1228	26	12	96.677788	on
5	1	17	1	1	18	1690	1222	47	18	96.839165	such
5	1	17	1	1	19	1745	1222	105	18	96.839165	Valuation
5	1	17	1	1	20	1859	1222	50	18	93.267357	Date
5	1	17	1	1	21	1918	1222	28	23	91.385086	(k)
5	1	17	1	2	1	578	1256	108	18	96.56649	calculated
5	1	17	1	2	2	695	1261	20	13	96.772461	as
5	1	17	1	2	3	724	1256	79	18	93.274132	follows
5	1	17	1	2	4	814	1262	3	12	93.274132	:
5	1	18	1	1	1	578	1297	56	23	65.59343	U(ik)
5	1	18	1	1	2	643	1297	7	19	84.150047	/
5	1	18	1	1	3	658	1297	48	23	84.150047	ILG)
5	1	18	1	2	1	578	1338	70	18	96.558632	Means
5	1	18	1	2	2	658	1338	20	18	96.072136	in
5	1	18	1	2	3	687	1341	76	21	96.398277	respect
5	1	18	1	2	4	772	1338	23	18	96.497818	of
5	1	18	1	2	5	802	1338	121	24	96.366608	Underlying
5	1	18	1	2	6	933	1338	23	23	96.885773	(i)
5	1	18	1	2	7	966	1338	38	18	96.674812	and
5	1	18	1	2	8	1013	1343	37	19	96.757202	any
5	1	18	1	2	9	1060	1338	105	18	96.160713	Valuation
5	1	18	1	2	10	1175	1338	49	18	93.293152	Date
5	1	18	1	2	11	1234	1338	37	23	93.242859	(k),
5	1	18	1	2	12	1280	1338	31	18	96.551239	the
5	1	18	1	2	13	1321	1338	59	18	95.786133	Index
5	1	18	1	2	14	1390	1338	58	18	96.654106	Level
5	1	18	1	2	15	1458	1338	24	18	96.840775	of
5	1	18	1	2	16	1490	1338	47	18	95.86702	such
5	1	18	1	2	17	1546	1338	122	24	96.962372	Underlying
5	1	18	1	2	18	1677	1338	23	23	96.267876	(i)
5	1	18	1	2	19	1710	1341	19	15	96.834373	at
5	1	18	1	2	20	1737	1338	31	18	96.799149	the
5	1	18	1	2	21	1778	1338	105	18	96.577209	Valuation
5	1	18	1	2	22	1892	1338	55	18	95.845535	Time
5	1	18	1	3	1	578	1378	26	12	96.676201	on
5	1	18	1	3	2	612	1372	32	18	96.483604	the
5	1	18	1	3	3	652	1372	105	18	96.277893	Valuation
5	1	18	1	3	4	765	1372	50	18	93.29351	Date
5	1	18	1	3	5	824	1372	36	23	92.685806	(k).
5	1	19	1	1	1	578	1420	70	18	96.643303	Means
5	1	19	1	1	2	660	1420	19	18	96.468498	in
5	1	19	1	1	3	690	1423	76	21	96.532524	respect
5	1	19	1	1	4	776	1420	23	18	96.869469	of
5	1	19	1	1	5	808	1420	121	24	96.854263	Underlying
5	1	19	1	1	6	941	1420	23	23	96.977547	(i)
5	1	19	1	1	7	975	1420	38	18	96.94722	and
5	1	19	1	1	8	1024	1425	37	19	96.60807	any
5	1	19	1	1	9	1072	1420	58	24	96.319107	Daily
5	1	19	1	1	10	1142	1420	105	18	96.402802	Valuation
5	1	19	1	1	11	1258	1420	49	18	93.290283	Date
5	1	19	1	1	12	1319	1420	23	23	87.898277	(t)
5	1	19	1	1	13	1355	1435	4	6	87.898277	,
5	1	19	1	1	14	1369	1420	32	18	96.946411	the
5	1	19	1	1	15	1411	1420	60	18	95.674889	Index
5	1	19	1	1	16	1482	1420	59	18	96.817459	Level
