level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	503	216	1	52	95.0	 
5	1	2	1	1	1	795	308	7	7	45.215164	.
5	1	2	1	1	2	1053	270	180	30	93.294586	Automatic
5	1	2	1	1	3	1246	269	132	31	92.298927	Callable
5	1	2	1	1	4	1391	270	88	40	96.413986	Swap
5	1	2	1	1	5	1493	269	112	31	96.039421	Linked
5	1	2	1	1	6	1618	272	28	28	96.748238	to
5	1	2	1	1	7	1661	269	48	31	97.003693	the
5	1	2	1	1	8	1720	269	211	42	96.95134	Performance
5	1	2	1	1	9	1942	269	36	42	93.300514	of
5	1	2	1	1	10	1982	270	202	30	92.773453	NIKKEI225
5	1	2	1	2	1	678	307	160	37	54.333809	16011
5	1	2	1	2	2	854	307	135	49	74.360237	17001
5	1	2	1	2	3	1054	319	102	36	0.0	[ydex,
5	1	2	1	2	4	1170	320	123	30	92.699883	HSCEI
5	1	2	1	2	5	1303	319	102	36	93.306122	Index,
5	1	2	1	2	6	1420	320	141	30	92.838638	S&P500
5	1	2	1	2	7	1572	319	94	31	96.43924	Index
5	1	2	1	2	8	1679	319	61	30	96.685944	and
5	1	2	1	2	9	1753	319	48	31	96.889992	the
5	1	2	1	2	10	1814	320	114	30	93.11879	EURO
5	1	2	1	2	11	1942	320	140	30	92.253937	STOXX
5	1	2	1	2	12	2091	320	41	30	96.691811	50
5	1	2	1	2	13	2143	319	94	31	96.863525	Index
5	1	3	1	1	1	677	363	293	49	0.0	eieseencemmms
5	1	3	1	1	2	1043	359	6	57	32.80584	§
5	1	3	1	1	3	1055	369	85	30	50.178242	Fina]
5	1	3	1	1	4	1155	370	97	30	93.258949	Terms
5	1	3	1	1	5	1267	370	30	30	93.258949	&
5	1	3	1	1	6	1310	369	180	31	96.449287	Conditions
5	1	3	1	1	7	1504	379	31	21	96.743568	as
5	1	3	1	1	8	1549	369	35	42	96.743568	of
5	1	3	1	1	9	1587	369	90	41	96.749008	April
5	1	3	1	1	10	1690	370	48	35	93.699211	24,
5	1	3	1	1	11	1753	370	81	29	93.699211	2019
5	1	3	1	2	1	677	407	153	28	95.563911	Solutions
5	1	3	1	2	2	1055	420	192	40	93.257591	Proprietary
5	1	3	1	2	3	1260	420	30	30	93.257591	&
5	1	3	1	2	4	1304	419	203	41	96.435707	Confidential
5	1	4	1	1	1	503	454	1	46	95.0	 
5	1	5	1	1	1	324	200	1988	318	95.0	 
5	1	6	1	1	1	355	573	131	33	95.96637	Floating
5	1	6	1	1	2	497	573	130	26	96.223312	Amount
5	1	6	1	1	3	638	573	92	33	96.918648	Payer
5	1	6	1	1	4	864	572	28	26	96.151688	If
5	1	6	1	1	5	899	572	44	27	93.289352	the
5	1	6	1	1	6	954	572	252	27	92.084549	WOPerformance
5	1	6	1	1	7	1217	581	36	18	96.293739	on
5	1	6	1	1	8	1264	572	44	27	96.293739	the
5	1	6	1	1	9	1319	572	75	26	96.80571	Final
5	1	6	1	1	10	1406	572	167	27	96.362305	Knock-Out
5	1	6	1	1	11	1584	572	215	27	96.643082	Determination
5	1	6	1	1	12	1810	573	69	26	96.794083	Date
5	1	6	1	1	13	1891	572	21	27	96.924789	is
5	1	6	1	1	14	1925	572	84	27	96.650375	lower
5	1	6	1	1	15	2019	572	63	26	96.650375	than
5	1	6	1	1	16	2094	573	74	31	96.954117	65%,
5	1	6	1	2	1	355	617	140	33	96.714981	Payment
5	1	6	1	2	2	506	624	38	19	95.963295	on
5	1	6	1	2	3	555	617	82	25	95.963295	Final
5	1	6	1	2	4	648	617	140	33	96.402458	Payment
5	1	6	1	3	1	355	661	73	26	96.687119	Date
5	1	6	1	3	2	440	661	125	33	96.582527	(subject
5	1	6	1	3	3	576	663	28	24	96.335274	to
5	1	6	1	3	4	616	661	88	33	96.071037	Early
5	1	6	1	4	1	355	704	219	32	96.337486	Termination):
5	1	7	1	1	1	874	641	98	34	96.172859	Equity
5	1	7	1	1	2	982	641	130	27	96.336761	Notional
5	1	7	1	1	3	1123	642	122	26	93.138367	Amount
5	1	7	1	1	4	1258	641	324	34	88.7425	*(1-WOPerformance)
5	1	7	1	1	5	1594	641	147	27	96.63282	converted
