level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	113	221	60	24	96.750748	Daily
5	1	1	1	1	2	181	221	110	18	96.362701	Valuation
5	1	1	1	1	3	301	221	63	18	93.28817	Dates
5	1	1	1	1	4	373	221	31	23	92.744698	(t):
5	1	1	1	1	5	578	221	44	24	96.806313	Any
5	1	1	1	1	6	633	221	104	24	96.750893	Exchange
5	1	1	1	1	7	747	221	94	18	96.443817	Business
5	1	1	1	1	8	852	221	51	24	95.929482	Day,
5	1	1	1	1	9	912	221	100	24	96.442612	including
5	1	1	1	1	10	1022	226	37	19	95.923607	any
5	1	1	1	1	11	1070	221	104	24	95.923607	Exchange
5	1	1	1	1	12	1184	221	94	18	96.586533	Business
5	1	1	1	1	13	1289	221	43	24	96.683121	Day
5	1	1	1	1	14	1342	221	40	18	96.846123	that
5	1	1	1	1	15	1391	221	16	18	96.94783	is
5	1	1	1	1	16	1418	226	11	13	96.821739	a
5	1	1	1	1	17	1438	221	106	24	96.216042	Disrupted
5	1	1	1	1	18	1553	221	44	24	96.781273	Day
5	1	1	1	1	19	1607	221	47	18	97.000008	with
5	1	1	1	1	20	1663	224	76	21	96.606628	respect
5	1	1	1	1	21	1748	224	20	15	96.393562	to
5	1	1	1	1	22	1779	226	37	19	96.914711	any
5	1	1	1	1	23	1826	221	121	24	96.813957	Underlying
5	1	1	1	2	1	579	255	23	23	81.793587	0
5	1	2	1	1	1	113	332	56	19	96.593414	Cash
5	1	2	1	1	2	178	332	119	18	96.303795	Settlement
5	1	2	1	1	3	306	332	99	24	96.583069	Payment
5	1	2	1	1	4	414	332	52	18	96.979599	Date
5	1	2	1	1	5	581	331	107	24	96.822784	16-Sep-22
5	1	2	1	1	6	935	331	82	23	96.388123	(second
5	1	2	1	1	7	1026	331	98	24	96.497734	Currency
5	1	2	1	1	8	1133	331	94	18	96.787201	Business
5	1	2	1	1	9	1236	331	54	24	96.371765	Days
5	1	2	1	1	10	1299	331	48	18	96.907043	after
5	1	2	1	1	11	1355	331	105	18	96.600418	Valuation
5	1	2	1	1	12	1468	331	50	18	93.243217	Date
5	1	2	1	1	13	1527	331	38	23	92.818314	(6))
5	1	3	1	1	1	579	407	79	24	96.897148	Subject
5	1	3	1	1	2	666	410	19	15	96.284233	to
5	1	3	1	1	3	694	407	117	24	96.315605	adjustment
5	1	3	1	1	4	819	407	19	18	96.476418	in
5	1	3	1	1	5	847	407	119	18	96.127617	accordance
5	1	3	1	1	6	975	407	47	18	96.692001	with
5	1	3	1	1	7	1030	407	31	18	96.841286	the
5	1	3	1	1	8	1070	407	94	18	96.684135	Business
5	1	3	1	1	9	1173	407	43	24	96.981575	Day
5	1	3	1	1	10	1225	407	131	19	96.394737	Convention.
5	1	3	1	2	1	113	442	63	24	93.278694	Party
5	1	3	1	2	2	185	442	15	18	92.692474	B
5	1	3	1	2	3	209	442	99	24	96.621582	Payment
5	1	3	1	2	4	578	442	55	24	93.297081	Party
5	1	3	1	2	5	642	442	16	18	93.297081	B
5	1	3	1	2	6	668	442	48	18	96.428513	shall
5	1	3	1	2	7	725	447	37	19	96.428513	pay
5	1	3	1	2	8	771	442	88	24	96.895149	Floating
5	1	3	1	2	9	867	442	48	18	96.591805	Rate
5	1	3	1	2	10	924	448	25	12	96.591805	on
5	1	3	1	2	11	958	442	31	18	96.774887	the
5	1	3	1	2	12	998	442	54	18	96.774887	ENA
5	1	3	1	2	13	1060	448	25	12	96.047203	on
5	1	3	1	2	14	1094	442	48	18	96.519852	each
5	1	3	1	2	15	1150	442	56	24	93.296608	Party
5	1	3	1	2	16	1214	442	16	18	93.261024	B
5	1	3	1	2	17	1239	442	93	24	96.873474	Payment
5	1	3	1	2	18	1340	442	50	18	96.900269	Date
5	1	3	1	2	19	1398	447	21	13	96.370529	as
5	1	3	1	2	20	1428	442	119	18	96.242119	determined
5	1	3	1	2	21	1556	442	25	24	96.242119	by
5	1	3	1	2	22	1590	442	31	18	97.013245	the
5	1	3	1	2	23	1629	442	123	19	96.359909	Calculation
5	1	3	1	2	24	1761	442	70	24	96.541718	Agent.
5	1	4	1	1	1	578	585	55	24	92.683662	Party
5	1	4	1	1	2	646	585	15	18	92.683662	B
5	1	4	1	1	3	674	585	93	24	96.495728	Payment
5	1	4	1	1	4	779	585	49	18	95.687546	shall
5	1	4	1	1	5	840	590	69	13	96.839241	accrue
5	1	4	1	1	6	921	585	51	18	96.038429	from
5	1	4	1	1	7	984	585	46	23	96.427254	(and
5	1	4	1	1	8	1042	585	109	24	95.232063	including)
5	1	4	1	1	9	1163	590	11	13	96.550995	a
5	1	4	1	1	10	1186	585	55	24	93.293015	Party
5	1	4	1	1	11	1262	585	7	18	93.114853	B
5	1	4	1	1	12	1282	585	93	24	96.676865	Payment
5	1	4	1	1	13	1386	585	50	18	96.709473	Date
5	1	4	1	1	14	1448	588	20	15	96.709473	to
5	1	4	1	1	15	1480	585	47	23	96.817848	(and
5	1	4	1	1	16	1539	585	113	24	96.628334	excluding)
5	1	4	1	1	17	1664	585	32	18	96.994019	the
5	1	4	1	1	18	1709	588	45	15	96.36834	next
5	1	4	1	1	19	1765	585	86	18	96.36834	relevant
5	1	4	1	1	20	1863	585	55	24	93.289185	Party
5	1	4	1	1	21	1931	585	15	18	93.146004	B
5	1	4	1	2	1	578	619	93	24	96.448776	Payment
5	1	4	1	2	2	683	619	50	18	96.098099	Date
5	1	4	1	2	3	745	619	94	24	96.098099	provided
5	1	4	1	2	4	852	619	39	18	96.683044	that
5	1	4	1	2	5	903	619	31	18	96.364098	for
5	1	4	1	2	6	946	619	31	18	96.98275	the
5	1	4	1	2	7	989	625	85	18	96.74733	purpose
5	1	4	1	2	8	1086	619	23	18	96.72921	of
5	1	4	1	2	9	1120	619	31	18	97.010918	the
5	1	4	1	2	10	1164	619	42	18	96.517357	first
5	1	4	1	2	11	1218	619	55	24	93.2435	Party
5	1	4	1	2	12	1287	619	15	18	92.977852	B
5	1	4	1	2	13	1316	619	93	24	96.437866	Payment
5	1	4	1	2	14	1421	619	57	22	96.437866	Date,
5	1	4	1	2	15	1490	619	55	24	93.281197	Party
5	1	4	1	2	16	1559	619	15	18	91.4244	B
5	1	4	1	2	17	1588	619	93	24	96.635796	Payment
5	1	4	1	2	18	1694	619	49	18	96.186592	shall
5	1	4	1	2	19	1756	624	68	13	96.186592	accrue
5	1	4	1	2	20	1837	619	52	18	95.855568	from
5	1	4	1	2	21	1901	619	46	23	96.709808	(and
5	1	4	1	3	1	578	653	109	24	96.851646	including)
5	1	4	1	3	2	696	653	31	18	97.021805	the
5	1	4	1	3	3	736	653	96	18	96.71225	Effective
5	1	4	1	3	4	841	653	49	18	96.71225	Date
5	1	4	1	3	5	899	656	19	15	96.910027	to
5	1	4	1	3	6	927	653	47	23	97.007698	(and
5	1	4	1	3	7	982	653	113	24	96.21344	excluding)
5	1	4	1	3	8	1104	653	31	18	97.007362	the
5	1	4	1	3	9	1144	653	43	18	96.988113	first
5	1	4	1	3	10	1194	653	56	24	92.991783	Party
5	1	4	1	3	11	1269	653	5	18	92.597984	B
5	1	4	1	3	12	1283	653	93	24	96.787605	Payment
5	1	4	1	3	13	1384	653	50	18	96.943352	Date
5	1	4	1	3	14	1442	653	69	24	96.721664	falling
5	1	4	1	3	15	1519	659	26	12	93.011154	on
5	1	4	1	3	16	1554	653	114	18	91.256332	'December
5	1	4	1	3	17	1675	653	64	19	28.558035	2019.
5	1	5	1	1	1	113	775	63	24	92.790588	Party
5	1	5	1	1	2	185	775	15	18	92.790588	B
5	1	5	1	1	3	209	775	99	24	96.549049	Payment
5	1	5	1	1	4	317	775	52	18	96.570099	Date
5	1	5	1	1	5	578	774	32	18	96.875473	On
5	1	5	1	1	6	622	780	58	18	93.024147	every
5	1	5	1	1	7	694	774	2	7	92.445541	'
5	1	5	1	1	8	710	774	24	18	96.688286	23
5	1	5	1	1	9	749	774	120	24	96.200371	September,
5	1	5	1	1	10	888	774	25	18	96.424553	23
5	1	5	1	1	11	927	774	116	22	96.471664	December,
5	1	5	1	1	12	1063	774	24	18	96.792992	23
5	1	5	1	1	13	1101	774	77	21	95.824471	March,
5	1	5	1	1	14	1197	774	25	18	93.302963	23
5	1	5	1	1	15	1235	774	53	18	89.309929	June'
5	1	5	1	1	16	1302	774	78	24	96.562897	starting
5	1	5	1	1	17	1394	774	10	18	96.93351	3
5	1	5	1	1	18	1419	774	77	18	96.2061	months
5	1	5	1	1	19	1509	774	49	18	96.487465	after
5	1	5	1	1	20	1570	774	31	18	96.487465	the
5	1	5	1	1	21	1614	774	97	18	96.697929	Effective
5	1	5	1	1	22	1724	774	50	18	96.964394	Date
5	1	5	1	1	23	1787	774	38	18	96.658058	and
