level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	502	216	3	52	95.0	 
5	1	2	1	1	1	795	308	7	7	48.153862	.
5	1	2	1	1	2	1053	270	180	29	93.270638	Automatic
5	1	2	1	1	3	1246	269	132	30	93.270638	Callable
5	1	2	1	1	4	1391	270	88	40	96.109238	Swap
5	1	2	1	1	5	1493	269	112	30	96.109238	Linked
5	1	2	1	1	6	1618	272	28	27	96.304596	to
5	1	2	1	1	7	1661	269	48	30	96.809586	the
5	1	2	1	1	8	1720	269	211	42	96.677765	Performance
5	1	2	1	1	9	1942	269	36	42	93.299644	of
5	1	2	1	1	10	1982	270	202	30	91.424767	NIKKEI225
5	1	2	1	2	1	678	307	160	37	54.333809	16011
5	1	2	1	2	2	854	307	135	49	74.360237	17001
5	1	2	1	2	3	1054	319	102	36	0.0	[ydex,
5	1	2	1	2	4	1170	320	123	29	92.699883	HSCEI
5	1	2	1	2	5	1303	319	102	36	93.306122	Index,
5	1	2	1	2	6	1420	320	141	30	92.838638	S&P500
5	1	2	1	2	7	1572	319	94	30	96.43924	Index
5	1	2	1	2	8	1679	319	61	30	96.685944	and
5	1	2	1	2	9	1753	319	48	30	96.889992	the
5	1	2	1	2	10	1814	320	114	30	93.11879	EURO
5	1	2	1	2	11	1942	320	139	30	92.253937	STOXX
5	1	2	1	2	12	2091	320	41	30	96.691811	50
5	1	2	1	2	13	2143	319	94	30	96.863525	Index
5	1	3	1	1	1	677	363	293	38	0.0	eilameuwencemmm
5	1	3	1	1	2	1055	369	85	30	48.425919	Final
5	1	3	1	1	3	1155	370	97	29	93.217819	Terms
5	1	3	1	1	4	1267	370	30	29	93.217819	&
5	1	3	1	1	5	1310	369	180	30	96.766708	Conditions
5	1	3	1	1	6	1504	379	31	20	96.316841	as
5	1	3	1	1	7	1549	369	35	42	96.316841	of
5	1	3	1	1	8	1587	369	90	41	96.546623	April
5	1	3	1	1	9	1690	370	48	35	94.51696	24,
5	1	3	1	1	10	1753	370	81	29	94.51696	2019
5	1	4	1	1	1	677	407	153	28	95.836472	Solutions
5	1	5	1	1	1	503	454	1	46	95.0	 
5	1	6	1	1	1	355	1223	107	33	96.45562	Equity
5	1	6	1	1	2	472	1223	130	26	96.855545	Amount
5	1	6	1	1	3	613	1223	92	33	96.965569	Payer
5	1	6	1	2	1	355	1267	140	33	96.714981	Payment
5	1	6	1	2	2	506	1274	38	19	95.963295	on
5	1	6	1	2	3	555	1267	82	25	95.963295	Final
5	1	6	1	2	4	648	1267	140	33	96.402458	Payment
5	1	6	1	3	1	355	1311	73	26	96.687119	Date
5	1	6	1	3	2	440	1311	125	33	96.582527	(subject
5	1	6	1	3	3	576	1313	28	24	96.335274	to
5	1	6	1	3	4	616	1311	88	33	96.071037	Early
5	1	6	1	4	1	355	1354	219	32	96.337486	Termination):
5	1	7	1	1	1	1055	420	192	40	93.234879	Proprietary
5	1	7	1	1	2	1260	420	30	29	93.234879	&
5	1	7	1	1	3	1304	419	203	41	96.45034	Confidential
5	1	8	1	1	1	324	200	1988	318	95.0	 
5	1	9	1	1	1	886	573	109	25	86.179596	“FXm”
5	1	9	1	1	2	1018	581	94	18	96.638214	means
5	1	9	1	1	3	1136	572	44	27	90.873848	the
5	1	9	1	1	4	1204	572	169	27	90.873848	KRW/USD
5	1	9	1	1	5	1396	572	147	34	96.619926	Exchange
5	1	9	1	1	6	1566	573	67	26	96.261063	Rate
5	1	9	1	1	7	1657	581	36	18	95.798744	on
5	1	9	1	1	8	1716	575	56	24	96.028	two
5	1	9	1	1	9	1796	573	135	26	96.582253	Business
5	1	9	1	1	10	1953	573	63	33	96.73468	Day
5	1	9	1	1	11	2036	572	68	27	96.688194	after
5	1	9	1	1	12	2123	572	45	27	96.55497	the
5	1	9	1	1	13	2188	572	119	27	96.753242	relevant
5	1	9	1	2	1	863	616	143	27	96.855255	Valuation
5	1	9	1	2	2	1017	617	69	26	96.519135	Date
5	1	9	1	2	3	1098	625	28	18	96.858322	as
5	1	9	1	2	4	1138	616	168	27	96.080299	determined
