level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	75	297	2148	8	95.0	 
5	1	2	1	1	1	71	299	10	2873	95.0	 
5	1	3	1	1	1	67	298	10	2878	95.0	 
5	1	4	1	1	1	712	310	29	31	96.181511	3.
5	1	4	1	1	2	759	310	107	30	95.879311	Nikkei
5	1	4	1	1	3	882	310	66	31	95.879311	225
5	1	4	1	1	4	966	310	96	31	95.950455	Index
5	1	4	1	1	5	1078	310	209	39	95.950455	(Bloomberg
5	1	4	1	1	6	1304	310	105	31	93.300163	Code:
5	1	4	1	1	7	1428	310	82	30	92.650513	NKY
5	1	4	1	1	8	1526	310	109	39	96.789307	Index)
5	1	5	1	1	1	99	388	180	39	96.775764	Exchange
5	1	6	1	1	1	100	661	90	31	96.541008	Initial
5	1	6	1	1	2	207	661	94	30	96.551132	Level
5	1	7	1	1	1	99	971	156	31	91.744545	Knock-in
5	1	7	1	1	2	272	971	101	31	96.244537	Strike
5	1	8	1	1	1	96	1233	144	31	92.206558	Autocall
5	1	8	1	1	2	257	1233	103	31	96.428444	Strike
5	1	9	1	1	1	714	387	27	30	95.790314	In
5	1	9	1	1	2	759	388	133	37	96.380569	respect
5	1	9	1	1	3	905	387	35	31	95.424744	of
5	1	9	1	1	4	952	387	80	31	94.646835	S&P
5	1	9	1	1	5	1047	387	65	31	96.635483	500
5	1	9	1	1	6	1130	387	106	36	96.606819	Index,
5	1	9	1	1	7	1252	387	69	30	96.631142	The
5	1	9	1	1	8	1337	387	135	39	93.293358	primary
5	1	9	1	1	9	1487	387	225	39	91.550896	exchange(s)
5	1	9	1	1	10	1726	395	36	23	96.720695	or
5	1	9	1	1	11	1775	387	167	38	96.738678	quotation
5	1	9	1	1	12	1957	388	150	38	96.31353	systems
5	1	9	1	1	13	2122	395	42	23	96.464676	on
5	1	9	1	2	1	710	436	103	31	96.655876	which
5	1	9	1	2	2	828	436	55	30	95.932846	the
5	1	9	1	2	3	898	436	173	31	96.479477	securities
5	1	9	1	2	4	1086	436	196	39	96.502716	comprising
5	1	9	1	2	5	1299	436	85	31	96.16806	each
5	1	9	1	2	6	1403	436	97	31	96.490959	Index
5	1	9	1	2	7	1514	444	56	23	96.810699	are
5	1	9	1	2	8	1585	436	114	31	95.991089	traded
5	1	9	1	2	9	1715	444	36	23	96.265945	or
5	1	9	1	2	10	1763	436	123	38	96.841293	quoted
5	1	9	1	2	11	1902	444	36	23	96.355042	or
5	1	9	1	2	12	1952	444	64	31	96.355042	any
5	1	9	1	3	1	711	491	187	23	94.951126	successor
5	1	9	1	3	2	911	483	64	31	94.951126	and
5	1	9	1	3	3	993	483	26	30	96.067017	in
5	1	9	1	3	4	1037	484	132	37	96.067017	respect
5	1	9	1	3	5	1183	483	34	31	95.070099	of
5	1	9	1	3	6	1231	483	93	39	95.070099	Hang
5	1	9	1	3	7	1341	483	92	39	96.012527	Seng
5	1	9	1	3	8	1450	483	104	31	96.733154	China
5	1	9	1	3	9	1571	483	185	38	96.724922	Enterprise
5	1	9	1	3	10	1774	483	105	36	96.309288	Index,
5	1	9	1	3	11	1897	483	94	39	96.514633	Hong
5	1	9	1	3	12	2008	483	91	39	96.282875	Kong
5	1	9	1	4	1	712	531	101	31	96.449425	Stock
5	1	9	1	4	2	828	531	180	39	96.324806	Exchange
5	1	9	1	4	3	1023	539	36	23	96.31617	or
5	1	9	1	4	4	1072	539	64	31	96.260071	any
5	1	9	1	4	5	1150	539	188	23	96.96907	successor
5	1	9	1	4	6	1351	531	64	31	95.296654	and
5	1	9	1	4	7	1433	531	26	30	95.296654	in
5	1	9	1	4	8	1477	532	133	37	96.117729	respect
5	1	9	1	4	9	1623	531	35	31	96.117729	of
5	1	9	1	4	10	1671	531	108	30	96.270119	Nikkei
5	1	9	1	4	11	1794	531	66	31	96.326355	225
5	1	9	1	4	12	1878	531	106	36	95.95282	Index,
5	1	9	1	4	13	2000	531	112	39	96.420792	Tokyo
5	1	9	1	5	1	712	579	101	31	96.834045	Stock
5	1	9	1	5	2	828	579	180	39	96.926094	Exchange
5	1	9	1	5	3	1023	587	36	23	96.54567	or
5	1	9	1	5	4	1072	587	64	31	96.54567	any
5	1	9	1	5	5	1150	587	196	23	96.237808	successor.
5	1	9	2	1	1	715	661	26	30	95.029572	1.
5	1	9	2	1	2	758	661	79	31	95.789146	S&P
5	1	9	2	1	3	853	661	65	31	96.416786	500
5	1	9	2	1	4	936	661	105	31	95.314255	Index:
5	1	9	2	1	5	1069	661	170	36	96.310974	2,924.43,
5	1	9	2	1	6	1257	661	96	39	96.762856	being
5	1	9	2	1	7	1368	661	55	30	96.662834	the
5	1	9	2	1	8	1439	661	133	39	96.508186	Closing
5	1	9	2	1	9	1590	661	93	30	96.044731	Level
5	1	9	2	1	10	1699	669	42	23	95.393982	on
5	1	9	2	1	11	1757	661	55	30	95.393982	the
5	1	9	2	1	12	1826	661	106	31	96.735146	Trade
5	1	9	2	1	13	1949	661	83	31	96.911919	Date
5	1	10	1	1	1	711	727	30	30	96.744675	2.
5	1	10	1	1	2	759	727	93	39	96.441788	Hang
5	1	10	1	1	3	869	727	92	39	96.182526	Seng
5	1	10	1	1	4	978	727	104	31	95.696747	China
5	1	10	1	1	5	1099	727	185	38	95.696747	Enterprise
5	1	10	1	1	6	1301	727	106	31	92.980675	Index:
5	1	10	1	1	7	1439	727	189	36	92.980675	10,177.29,
5	1	10	1	1	8	1646	727	96	39	96.684029	being
5	1	10	1	1	9	1757	727	55	30	96.786598	the
5	1	10	1	1	10	1828	727	133	39	96.000427	Closing
5	1	10	1	1	11	1979	727	93	30	96.695862	Level
5	1	10	1	1	12	2088	735	42	23	96.777641	on
5	1	10	1	2	1	711	775	54	30	96.865211	the
5	1	10	1	2	2	780	775	106	31	96.054985	Trade
5	1	10	1	2	3	902	775	83	31	96.118294	Date
5	1	11	1	1	1	712	842	29	31	95.52655	3.
5	1	11	1	1	2	759	842	107	30	96.87648	Nikkei
5	1	11	1	1	3	882	842	66	31	96.811981	225
5	1	11	1	1	4	966	842	105	31	96.316772	Index:
5	1	11	1	1	5	1088	842	192	36	96.322578	20,618.57,
5	1	11	1	1	6	1299	842	95	39	96.653374	being
5	1	11	1	1	7	1410	842	55	30	96.771034	the
5	1	11	1	1	8	1480	842	134	39	96.5149	Closing
5	1	11	1	1	9	1632	842	93	30	96.290543	Level
5	1	11	1	1	10	1741	850	42	23	96.826126	on
5	1	11	1	1	11	1799	842	54	30	96.925217	the
5	1	11	1	1	12	1868	842	106	31	96.302444	Trade
5	1	11	1	1	13	1991	842	82	31	96.442924	Date
5	1	12	1	1	1	715	971	26	30	96.032448	1.
5	1	12	1	1	2	758	971	79	31	96.119209	S&P
5	1	12	1	1	3	853	971	65	31	96.101204	500
5	1	12	1	1	4	936	971	105	31	93.040573	Index:
5	1	12	1	1	5	1073	971	212	36	93.040573	1,462.2150,
5	1	12	1	1	6	1303	971	96	39	90.818649	being
5	1	12	1	1	7	1416	971	182	31	90.818649	50.0000%
5	1	12	1	1	8	1603	967	16	48	89.974228	*
5	1	12	1	1	9	1644	971	90	31	96.516235	Initial
5	1	12	1	1	10	1752	971	93	30	96.175117	Level
5	1	13	1	1	1	711	1037	30	30	96.717911	2.
5	1	13	1	1	2	759	1037	93	39	96.364891	Hang
5	1	13	1	1	3	869	1037	92	39	96.303452	Seng
5	1	13	1	1	4	978	1037	104	31	96.303452	China
5	1	13	1	1	5	1099	1037	185	38	96.328941	Enterprise
5	1	13	1	1	6	1301	1037	106	31	92.725914	Index:
5	1	13	1	1	7	1436	1037	215	36	91.919144	5,088.6450,
5	1	13	1	1	8	1669	1037	96	39	93.282036	being
5	1	13	1	1	9	1781	1037	183	31	92.768745	50.0000%
5	1	13	1	1	10	1967	1033	16	48	91.256355	*
5	1	13	1	1	11	2010	1037	91	31	96.747429	Initial
5	1	13	1	2	1	713	1085	93	30	96.48217	Level
5	1	14	1	1	1	712	1152	29	31	96.098801	3.
5	1	14	1	1	2	759	1152	107	30	96.098801	Nikkei
5	1	14	1	1	3	882	1152	66	31	95.981903	225
5	1	14	1	1	4	966	1152	105	31	93.290848	Index:
5	1	14	1	1	5	1092	1152	235	36	91.236732	10,309.2850,
5	1	14	1	1	6	1345	1152	96	39	93.236595	being
5	1	14	1	1	7	1457	1152	183	31	92.263161	50.0000%
5	1	14	1	1	8	1643	1148	17	49	92.034454	*
5	1	14	1	1	9	1686	1152	91	31	96.842255	Initial
5	1	14	1	1	10	1795	1152	93	30	96.900063	Level
5	1	15	1	1	1	710	1319	1490	6	95.0	 
5	1	16	1	1	1	710	1392	1490	6	95.0	 
5	1	17	1	1	1	710	1509	1490	6	95.0	 
5	1	18	1	1	1	710	1626	1490	6	95.0	 
5	1	19	1	1	1	710	1743	1490	6	95.0	 
5	1	20	1	1	1	710	1860	1490	6	95.0	 
5	1	21	1	1	1	710	1977	1490	6	95.0	 
5	1	22	1	1	1	709	1321	4	777	95.0	 
5	1	23	1	1	1	1009	1321	4	777	95.0	 
5	1	24	1	1	1	1285	1321	4	777	95.0	 
5	1	25	1	1	1	1562	1321	4	777	95.0	 
5	1	26	1	1	1	1864	1321	4	777	95.0	 
5	1	27	1	1	1	1141	1344	10	27	94.797043	1
5	1	27	1	1	2	1415	1344	18	27	96.993507	2
5	1	27	1	1	3	1705	1344	17	27	96.098068	3
5	1	27	2	1	1	756	1418	46	27	87.242859	1st
5	1	27	2	1	2	813	1418	153	27	96.253059	Valuation
5	1	27	2	1	3	1936	1418	165	28	92.238579	90.0000%
5	1	27	2	1	4	2115	1418	12	11	92.861481	*
5	1	27	2	2	1	824	1457	74	57	97.002159	Date
5	1	27	2	2	2	1033	1466	222	42	90.301865	2,631.9870
