level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	53	298	38	3060	95.0	 
5	1	2	1	1	1	57	299	38	3058	95.0	 
5	1	3	1	1	1	75	288	2148	26	95.0	 
5	1	4	1	1	1	98	329	133	39	96.605385	Closing
5	1	4	1	1	2	249	329	93	30	96.501755	Level
5	1	5	1	1	1	99	610	184	31	92.678894	Knock-out
5	1	5	1	1	2	298	610	103	30	96.747787	Event
5	1	6	1	1	1	99	975	184	31	92.485817	Knock-out
5	1	6	1	1	2	295	975	143	31	96.461327	Amount
5	1	7	1	1	1	99	1637	156	31	92.665176	Knock-in
5	1	7	1	1	2	273	1637	102	30	96.22229	Event
5	1	8	1	1	1	98	1814	219	31	96.114502	Observation
5	1	8	1	1	2	335	1814	132	39	96.463196	Date(s)
5	1	9	1	1	1	98	1942	92	31	96.85434	Cash
5	1	9	1	1	2	207	1942	196	31	96.456589	Settlement
5	1	9	1	1	3	418	1942	161	39	96.244743	Payment
5	1	9	1	2	1	99	1991	83	31	96.980324	Date
5	1	10	1	1	1	99	2742	156	39	96.297409	Floating
5	1	10	1	1	2	269	2742	179	31	96.826691	Amounts
5	1	10	1	2	1	99	2836	141	39	96.377731	Floating
5	1	10	1	2	2	258	2836	83	31	96.373154	Rate
5	1	10	1	2	3	357	2836	117	38	96.456749	Option
5	1	11	1	1	1	99	2926	204	39	96.858177	Designated
5	1	11	1	1	2	321	2926	144	39	96.683044	Maturity
5	1	11	1	2	1	99	3011	141	39	96.902252	Floating
5	1	11	1	2	2	258	3011	83	31	96.439293	Rate
5	1	12	1	1	1	682	2801	11	182	95.0	 
5	1	13	1	1	1	714	310	27	30	96.524376	In
5	1	13	1	1	2	761	311	133	37	96.471046	respect
5	1	13	1	1	3	910	310	35	31	96.623238	of
5	1	13	1	1	4	960	310	85	31	95.749886	each
5	1	13	1	1	5	1063	310	112	36	96.160545	Asset,
5	1	13	1	1	6	1194	310	55	30	96.146309	the
5	1	13	1	1	7	1267	310	114	31	96.146309	official
5	1	13	1	1	8	1399	310	125	39	96.706268	closing
5	1	13	1	1	9	1545	310	79	30	96.002296	level
5	1	13	1	1	10	1643	310	35	31	96.768875	of
5	1	13	1	1	11	1692	310	68	31	96.662476	that
5	1	13	1	1	12	1774	310	113	36	95.534119	Asset,
5	1	13	1	1	13	1907	318	40	23	95.534119	as
5	1	13	1	1	14	1967	310	172	38	96.764206	published
5	1	13	1	1	15	2159	310	40	39	96.528671	by
5	1	13	1	2	1	711	358	54	30	96.733597	the
5	1	13	1	2	2	784	358	145	31	96.126495	relevant
5	1	13	1	2	3	946	358	190	39	96.281654	Exchange,
5	1	13	1	2	4	1156	358	154	38	96.696442	provided
5	1	13	1	2	5	1327	358	68	31	96.67379	that
5	1	13	1	2	6	1413	358	19	30	96.13768	if
5	1	13	1	2	7	1445	358	55	30	96.13768	the
5	1	13	1	2	8	1519	358	180	39	96.632118	Exchange
5	1	13	1	2	9	1715	358	72	31	95.868568	fails
5	1	13	1	2	10	1803	359	33	30	96.843399	to
5	1	13	1	2	11	1854	358	126	38	96.601082	publish
5	1	13	1	2	12	1997	358	55	30	96.818298	the
5	1	13	1	2	13	2070	358	125	39	96.141823	closing
5	1	13	1	3	1	713	406	79	30	96.481339	level
5	1	13	1	3	2	809	414	43	23	96.110275	on
5	1	13	1	3	3	870	414	64	31	96.110275	any
5	1	13	1	3	4	950	406	83	31	96.939087	such
5	1	13	1	3	5	1051	406	65	39	96.902527	day
5	1	13	1	3	6	1132	406	65	31	96.235855	and
5	1	13	1	3	7	1214	406	84	31	96.032639	such
5	1	13	1	3	8	1316	406	65	39	95.64196	day
